Year,Patient County Code,Patient County Name,Rural/Urban,Payer,ER Opioid,ER Visits ,ER Rate Per 1000 ,Inpatient ER Opioid,Inpatient ER Discharges,Inpatient ER Rate Per 1000,Inpatient Non ER Opioid,Inpatient Non ER Discharges,Inpatient Non ER Rate Per 1000 ,Inpatient Total Opioid,Inpatient Total Discharges,Inpatient Total Rate Per 1000 ,ER Inpatient Total Opioid,ER Inpatient Total Discharges ,ER Inpatient Total Rate Per 1000,Opioid Ambulatory Surgery Visits,Ambulatory Surgery Visits,Ambulatory Surgery Rate Per 1000,Outpatient Opioid,Outpatient Visits,Outpatient Rate Per 1000,Other Outpatient Total Opioid, Other Outpatient Total Discharges,Other Outpatient Total Rate Per 1000,Overall Opioid,Overall Discharges,Overall Rate Per 1000
2011,60,New York (Manhattan),Urban,Commercial,82,225941,0.363,55,28043,1.961,16,36249,0.441,71,64292,1.104,153,290233,0.527,0,75110,0,0,241561,0,0,316671,0,153,606904,0.252
2015,9,Clinton,Rural,Medicaid,4,10807,0.37,4,734,5.45,2,715,2.797,6,1449,4.141,10,12256,0.816,1,1233,0.811,0,4640,0,1,5873,0.17,11,18129,0.607
2012,6,Chautauqua,Rural,Other,1,1653,0.605,1,106,9.434,0,149,0,1,255,3.922,2,1908,1.048,0,224,0,0,1366,0,0,1590,0,2,3498,0.572
2014,59,Kings (Brooklyn),Urban,Commercial,128,360304,0.355,54,37432,1.443,7,39963,0.175,61,77395,0.788,189,437699,0.432,0,84383,0,1,522407,0.002,1,606790,0.002,190,1044489,0.182
2013,13,Dutchess,Urban,Medicare,14,17135,0.817,16,9032,1.771,1,3288,0.304,17,12320,1.38,31,29455,1.052,0,9552,0,0,24181,0,0,33733,0,31,63188,0.491
2012,26,Monroe,Urban,Commercial,68,95820,0.71,52,11897,4.371,1,17182,0.058,53,29079,1.823,121,124899,0.969,0,41676,0,1,83364,0.012,1,125040,0.008,122,249939,0.488
2012,2,Allegany,Rural,Commercial,1,9871,0.101,2,551,3.63,0,896,0,2,1447,1.382,3,11318,0.265,0,2482,0,0,8907,0,0,11389,0,3,22707,0.132
2013,99,Unknown,Urban,Commercial,64,111246,0.575,21,8132,2.582,1,9573,0.104,22,17705,1.243,86,128951,0.667,0,43880,0,0,68795,0,0,112675,0,86,241626,0.356
2015,48,Sullivan,Rural,Medicaid,7,5385,1.3,12,848,14.151,2,1048,1.908,14,1896,7.384,21,7281,2.884,0,1112,0,0,3163,0,0,4275,0,21,11556,1.817
2010,59,Kings (Brooklyn),Urban,Medicaid,104,380977,0.273,195,77352,2.521,34,62955,0.54,229,140307,1.632,333,521284,0.639,0,56479,0,0,407,0,0,56886,0,333,578170,0.576
2014,12,Delaware,Rural,Medicare,1,5981,0.167,1,1116,0.896,0,1533,0,1,2649,0.378,2,8630,0.232,0,2208,0,0,30501,0,0,32709,0,2,41339,0.048
2014,62,Richmond (Staten Island),Urban,Medicaid,72,58450,1.232,84,12035,6.98,2,6536,0.306,86,18571,4.631,158,77021,2.051,1,6678,0.15,1,132567,0.008,2,139245,0.014,160,216266,0.74
2014,34,Orleans,Urban,Commercial,6,6462,0.929,1,756,1.323,0,950,0,1,1706,0.586,7,8168,0.857,0,2796,0,0,4623,0,0,7419,0,7,15587,0.449
2012,47,Suffolk,Urban,Other,3,13210,0.227,8,1303,6.14,0,542,0,8,1845,4.336,11,15055,0.731,0,5030,0,0,2167,0,0,7197,0,11,22252,0.494
2011,61,Queens,Urban,Commercial,55,325863,0.169,53,45013,1.177,7,45117,0.155,60,90130,0.666,115,415993,0.276,0,73260,0,4,478109,0.008,4,551369,0.007,119,967362,0.123
2012,33,Orange,Urban,Medicare,6,15179,0.395,28,11134,2.515,3,4756,0.631,31,15890,1.951,37,31069,1.191,0,10152,0,0,19920,0,0,30072,0,37,61141,0.605
2014,16,Franklin,Rural,Medicaid,1,2200,0.455,3,218,13.761,0,299,0,3,517,5.803,4,2717,1.472,0,361,0,0,2018,0,0,2379,0,4,5096,0.785
2013,59,Kings (Brooklyn),Urban,Commercial,92,349889,0.263,50,39321,1.272,4,39003,0.103,54,78324,0.689,146,428213,0.341,0,83020,0,0,538249,0,0,621269,0,146,1049482,0.139
2010,47,Suffolk,Urban,Medicaid,58,55014,1.054,103,13044,7.896,3,12977,0.231,106,26021,4.074,164,81035,2.024,0,5171,0,0,189,0,0,5360,0,164,86395,1.898
2011,17,Fulton,Rural,Commercial,2,5282,0.379,5,749,6.676,0,1195,0,5,1944,2.572,7,7226,0.969,0,4396,0,0,7352,0,0,11748,0,7,18974,0.369
2015,23,Lewis,Rural,Commercial,2,5400,0.37,3,355,8.451,1,601,1.664,4,956,4.184,6,6356,0.944,0,1656,0,0,3691,0,0,5347,0,6,11703,0.513
2011,60,New York (Manhattan),Urban,Other,1,8454,0.118,5,1221,4.095,1,539,1.855,6,1760,3.409,7,10214,0.685,0,1357,0,0,12026,0,0,13383,0,7,23597,0.297
2011,51,Ulster,Urban,Medicare,3,9417,0.319,11,7185,1.531,1,3367,0.297,12,10552,1.137,15,19969,0.751,0,6399,0,0,12437,0,0,18836,0,15,38805,0.387
2010,54,Wayne,Urban,Commercial,6,12992,0.462,5,1671,2.992,0,2658,0,5,4329,1.155,11,17321,0.635,0,6411,0,0,169,0,0,6580,0,11,23901,0.46
2013,57,Yates,Urban,Medicaid,2,2562,0.781,0,103,0,0,239,0,0,342,0,2,2904,0.689,0,403,0,0,1137,0,0,1540,0,2,4444,0.45
2014,4,Cattaraugus,Rural,Medicaid,7,2894,2.419,2,361,5.54,0,581,0,2,942,2.123,9,3836,2.346,0,863,0,0,3632,0,0,4495,0,9,8331,1.08
2014,5,Cayuga,Rural,Commercial,14,8787,1.593,2,1001,1.998,2,1669,1.198,4,2670,1.498,18,11457,1.571,0,6824,0,0,12981,0,0,19805,0,18,31262,0.576
2011,30,Oneida,Urban,Commercial,10,33558,0.298,12,3328,3.606,3,5444,0.551,15,8772,1.71,25,42330,0.591,0,20244,0,1,22152,0.045,1,42396,0.024,26,84726,0.307
2014,8,Chenango,Rural,Commercial,6,10334,0.581,1,533,1.876,0,1276,0,1,1809,0.553,7,12143,0.576,0,3589,0,1,13294,0.075,1,16883,0.059,8,29026,0.276
2013,25,Madison,Urban,Medicare,0,4462,0,3,1857,1.616,0,971,0,3,2828,1.061,3,7290,0.412,0,4332,0,0,9838,0,0,14170,0,3,21460,0.14
2014,44,Schuyler,Rural,Medicare,0,2248,0,0,360,0,0,640,0,0,1000,0,0,3248,0,0,845,0,0,9587,0,0,10432,0,0,13680,0
2014,36,Otsego,Rural,Medicaid,8,4480,1.786,2,417,4.796,3,640,4.688,5,1057,4.73,13,5537,2.348,0,926,0,0,17929,0,0,18855,0,13,24392,0.533
2011,56,Wyoming,Rural,Commercial,3,7451,0.403,1,702,1.425,0,1177,0,1,1879,0.532,4,9330,0.429,0,3467,0,0,6515,0,0,9982,0,4,19312,0.207
2011,48,Sullivan,Rural,Commercial,8,7933,1.008,2,1212,1.65,2,1660,1.205,4,2872,1.393,12,10805,1.111,0,3720,0,0,6716,0,0,10436,0,12,21241,0.565
2013,12,Delaware,Rural,Medicaid,7,5906,1.185,3,279,10.753,1,545,1.835,4,824,4.854,11,6730,1.634,0,623,0,1,20895,0.048,1,21518,0.046,12,28248,0.425
2011,6,Chautauqua,Rural,Commercial,13,25165,0.517,11,1699,6.474,2,2491,0.803,13,4190,3.103,26,29355,0.886,0,9404,0,0,49713,0,0,59117,0,26,88472,0.294
2013,17,Fulton,Rural,Commercial,3,11729,0.256,4,816,4.902,0,1042,0,4,1858,2.153,7,13587,0.515,0,4652,0,0,10832,0,0,15484,0,7,29071,0.241
2014,12,Delaware,Rural,Commercial,7,7861,0.89,4,392,10.204,1,969,1.032,5,1361,3.674,12,9222,1.301,0,2566,0,0,17191,0,0,19757,0,12,28979,0.414
2014,18,Genesee,Rural,Commercial,17,7695,2.209,4,789,5.07,0,1380,0,4,2169,1.844,21,9864,2.129,0,4694,0,0,16609,0,0,21303,0,21,31167,0.674
2012,48,Sullivan,Rural,Other,2,2556,0.782,1,236,4.237,0,117,0,1,353,2.833,3,2909,1.031,0,380,0,0,736,0,0,1116,0,3,4025,0.745
2014,49,Tioga,Urban,Medicaid,10,1796,5.568,3,229,13.1,0,331,0,3,560,5.357,13,2356,5.518,0,430,0,0,3615,0,0,4045,0,13,6401,2.031
2013,51,Ulster,Urban,Medicaid,20,18261,1.095,6,1484,4.043,1,2358,0.424,7,3842,1.822,27,22103,1.222,0,2095,0,0,4914,0,0,7009,0,27,29112,0.927
2012,9,Clinton,Rural,Medicare,0,6588,0,8,2745,2.914,0,723,0,8,3468,2.307,8,10056,0.796,0,4125,0,0,13518,0,0,17643,0,8,27699,0.289
2012,25,Madison,Urban,Medicare,0,4633,0,1,1936,0.517,2,1056,1.894,3,2992,1.003,3,7625,0.393,0,2797,0,0,5327,0,0,8124,0,3,15749,0.19
2013,53,Washington,Urban,Commercial,2,6938,0.288,5,925,5.405,0,1120,0,5,2045,2.445,7,8983,0.779,0,3896,0,0,5668,0,0,9564,0,7,18547,0.377
2012,31,Onondaga,Urban,Commercial,65,55969,1.161,44,7080,6.215,2,10958,0.183,46,18038,2.55,111,74007,1.5,0,31731,0,0,34648,0,0,66379,0,111,140386,0.791
2011,37,Putnam,Urban,Commercial,7,16001,0.437,8,1927,4.152,0,2594,0,8,4521,1.77,15,20522,0.731,0,5527,0,0,8397,0,0,13924,0,15,34446,0.435
2014,23,Lewis,Rural,Medicare,0,1572,0,1,532,1.88,1,526,1.901,2,1058,1.89,2,2630,0.76,0,954,0,0,1975,0,0,2929,0,2,5559,0.36
2015,13,Dutchess,Urban,Medicare,25,16716,1.496,26,10267,2.532,2,3362,0.595,28,13629,2.054,53,30345,1.747,0,10384,0,0,23230,0,0,33614,0,53,63959,0.829
2014,51,Ulster,Urban,Other,1,2470,0.405,0,326,0,0,191,0,0,517,0,1,2987,0.335,0,875,0,0,983,0,0,1858,0,1,4845,0.206
2011,15,Essex,Rural,Commercial,4,8091,0.494,3,513,5.848,1,636,1.572,4,1149,3.481,8,9240,0.866,0,2594,0,0,7825,0,0,10419,0,8,19659,0.407
2014,57,Yates,Urban,Medicare,1,2103,0.476,0,651,0,0,424,0,0,1075,0,1,3178,0.315,0,1358,0,0,4076,0,0,5434,0,1,8612,0.116
2011,33,Orange,Urban,Commercial,28,49932,0.561,31,7364,4.21,4,9795,0.408,35,17159,2.04,63,67091,0.939,0,22696,0,0,32389,0,0,55085,0,63,122176,0.516
2013,44,Schuyler,Rural,Commercial,7,3230,2.167,0,234,0,0,388,0,0,622,0,7,3852,1.817,0,1121,0,0,5636,0,0,6757,0,7,10609,0.66
2015,8,Chenango,Rural,Medicare,2,5915,0.338,5,1452,3.444,4,1115,3.587,9,2567,3.506,11,8482,1.297,0,2805,0,0,17293,0,0,20098,0,11,28580,0.385
2013,88,Other than New York State,Urban,Medicaid,12,8835,1.358,12,1616,7.426,2,961,2.081,14,2577,5.433,26,11412,2.278,0,545,0,0,3033,0,0,3578,0,26,14990,1.734
2014,99,Unknown,Urban,Other,4,7907,0.506,6,540,11.111,0,223,0,6,763,7.864,10,8670,1.153,0,4012,0,0,2030,0,0,6042,0,10,14712,0.68
2015,53,Washington,Urban,Medicaid,8,5841,1.37,1,869,1.151,0,810,0,1,1679,0.596,9,7520,1.197,0,1494,0,0,3173,0,0,4667,0,9,12187,0.738
2014,31,Onondaga,Urban,Medicaid,102,53879,1.893,41,6103,6.718,0,6119,0,41,12222,3.355,143,66101,2.163,1,7857,0.127,0,29020,0,1,36877,0.027,144,102978,1.398
2011,29,Niagara,Urban,Commercial,20,37701,0.53,22,6042,3.641,4,6408,0.624,26,12450,2.088,46,50151,0.917,0,21006,0,0,53928,0,0,74934,0,46,125085,0.368
2011,26,Monroe,Urban,Medicare,23,39213,0.587,54,27609,1.956,3,8098,0.37,57,35707,1.596,80,74920,1.068,0,23556,0,0,75694,0,0,99250,0,80,174170,0.459
2013,61,Queens,Urban,Medicaid,54,300585,0.18,126,54236,2.323,21,41586,0.505,147,95822,1.534,201,396407,0.507,0,41390,0,1,767351,0.001,1,808741,0.001,202,1205148,0.168
2011,16,Franklin,Rural,Commercial,3,7816,0.384,3,815,3.681,0,1077,0,3,1892,1.586,6,9708,0.618,1,2738,0.365,0,6927,0,1,9665,0.103,7,19373,0.361
2013,36,Otsego,Rural,Medicare,0,4608,0,3,1994,1.505,0,1073,0,3,3067,0.978,3,7675,0.391,0,2859,0,0,75511,0,0,78370,0,3,86045,0.035
2013,42,Schenectady,Urban,Medicaid,19,26826,0.708,4,697,5.739,15,3613,4.152,19,4310,4.408,38,31136,1.22,0,2609,0,0,14572,0,0,17181,0,38,48317,0.786
2013,11,Cortland,Rural,Commercial,7,8836,0.792,1,588,1.701,1,924,1.082,2,1512,1.323,9,10348,0.87,0,3102,0,0,5230,0,0,8332,0,9,18680,0.482
2013,7,Chemung,Urban,Other,0,982,0,0,179,0,0,74,0,0,253,0,0,1235,0,0,253,0,0,2221,0,0,2474,0,0,3709,0
2012,26,Monroe,Urban,Medicare,26,42595,0.61,62,26848,2.309,3,7364,0.407,65,34212,1.9,91,76807,1.185,0,22996,0,0,74658,0,0,97654,0,91,174461,0.522
2014,8,Chenango,Rural,Medicare,4,5946,0.673,2,1529,1.308,3,1020,2.941,5,2549,1.962,9,8495,1.059,0,2565,0,0,21487,0,0,24052,0,9,32547,0.277
2012,62,Richmond (Staten Island),Urban,Medicaid,42,52704,0.797,101,11343,8.904,7,6801,1.029,108,18144,5.952,150,70848,2.117,0,5904,0,0,142733,0,0,148637,0,150,219485,0.683
2014,2,Allegany,Rural,Medicare,2,3584,0.558,2,1084,1.845,0,530,0,2,1614,1.239,4,5198,0.77,0,1656,0,0,5405,0,0,7061,0,4,12259,0.326
2012,60,New York (Manhattan),Urban,Medicaid,55,242592,0.227,171,37021,4.619,19,26499,0.717,190,63520,2.991,245,306112,0.8,0,21584,0,1,558009,0.002,1,579593,0.002,246,885705,0.278
2015,24,Livingston,Urban,Medicaid,5,4718,1.06,2,445,4.494,0,554,0,2,999,2.002,7,5717,1.224,0,1103,0,0,6480,0,0,7583,0,7,13300,0.526
2015,11,Cortland,Rural,Medicaid,15,9227,1.626,6,603,9.95,1,652,1.534,7,1255,5.578,22,10482,2.099,0,1066,0,0,2663,0,0,3729,0,22,14211,1.548
2015,11,Cortland,Rural,Other,2,452,4.425,0,24,0,0,18,0,0,42,0,2,494,4.049,0,78,0,0,191,0,0,269,0,2,763,2.621
2011,36,Otsego,Rural,Commercial,6,9583,0.626,7,866,8.083,2,1118,1.789,9,1984,4.536,15,11567,1.297,0,7247,0,1,49511,0.02,1,56758,0.018,16,68325,0.234
2011,49,Tioga,Urban,Medicaid,2,1755,1.14,2,247,8.097,0,407,0,2,654,3.058,4,2409,1.66,0,235,0,0,5641,0,0,5876,0,4,8285,0.483
2012,3,Broome,Urban,Other,3,3562,0.842,3,283,10.601,0,125,0,3,408,7.353,6,3970,1.511,0,355,0,0,1824,0,0,2179,0,6,6149,0.976
2013,36,Otsego,Rural,Commercial,10,8563,1.168,1,759,1.318,0,1312,0,1,2071,0.483,11,10634,1.034,0,4376,0,0,36967,0,0,41343,0,11,51977,0.212
2013,62,Richmond (Staten Island),Urban,Medicare,12,20611,0.582,51,20029,2.546,1,4906,0.204,52,24935,2.085,64,45546,1.405,0,13841,0,0,93708,0,0,107549,0,64,153095,0.418
2015,50,Tompkins,Urban,Other,0,449,0,0,52,0,0,28,0,0,80,0,0,529,0,0,72,0,0,443,0,0,515,0,0,1044,0
2015,34,Orleans,Urban,Medicare,2,2126,0.941,0,988,0,2,779,2.567,2,1767,1.132,4,3893,1.027,0,1628,0,0,4272,0,0,5900,0,4,9793,0.408
2013,5,Cayuga,Rural,Medicare,3,4934,0.608,1,2238,0.447,1,1932,0.518,2,4170,0.48,5,9104,0.549,0,4091,0,0,7754,0,0,11845,0,5,20949,0.239
2015,40,St. Lawrence,Rural,Commercial,11,22792,0.483,5,1644,3.041,1,2376,0.421,6,4020,1.493,17,26812,0.634,0,8372,0,0,17155,0,0,25527,0,17,52339,0.325
2015,36,Otsego,Rural,Medicaid,14,5070,2.761,3,447,6.711,1,598,1.672,4,1045,3.828,18,6115,2.944,0,969,0,2,18947,0.106,2,19916,0.1,20,26031,0.768
2014,27,Montgomery,Rural,Medicaid,4,12839,0.312,8,705,11.348,1,1060,0.943,9,1765,5.099,13,14604,0.89,0,1741,0,0,16625,0,0,18366,0,13,32970,0.394
2015,19,Greene,Rural,Other,0,561,0,0,200,0,0,51,0,0,251,0,0,812,0,0,294,0,0,517,0,0,811,0,0,1623,0
2011,59,Kings (Brooklyn),Urban,Other,3,15833,0.189,6,3053,1.965,1,1117,0.895,7,4170,1.679,10,20003,0.5,0,3049,0,0,26286,0,0,29335,0,10,49338,0.203
2014,31,Onondaga,Urban,Commercial,85,45728,1.859,21,6264,3.352,1,10516,0.095,22,16780,1.311,107,62508,1.712,0,36478,0,0,31237,0,0,67715,0,107,130223,0.822
2014,46,Steuben,Rural,Medicare,3,9307,0.322,10,3170,3.155,1,1511,0.662,11,4681,2.35,14,13988,1.001,0,4802,0,0,24665,0,0,29467,0,14,43455,0.322
2010,,Statewide Total,State,All Payers,2555,6298662,0.406,3434,1477474,2.324,422,1144876,0.369,3856,2622350,1.47,6411,8921012,0.719,12,2286791,0.005,1,38323,0.026,13,2325114,0.006,6424,11246126,0.571
2012,59,Kings (Brooklyn),Urban,Commercial,112,372212,0.301,54,44051,1.226,9,40050,0.225,63,84101,0.749,175,456313,0.384,0,83881,0,1,538808,0.002,1,622689,0.002,176,1079002,0.163
2012,1,Albany,Urban,Other,1,2923,0.342,0,256,0,0,149,0,0,405,0,1,3328,0.3,0,480,0,0,6318,0,0,6798,0,1,10126,0.099
2012,62,Richmond (Staten Island),Urban,Medicare,19,19478,0.975,57,20535,2.776,3,5271,0.569,60,25806,2.325,79,45284,1.745,0,12204,0,0,97445,0,0,109649,0,79,154933,0.51
2011,26,Monroe,Urban,Other,2,6071,0.329,4,726,5.51,0,438,0,4,1164,3.436,6,7235,0.829,0,902,0,0,5441,0,0,6343,0,6,13578,0.442
2015,1,Albany,Urban,Medicare,9,20079,0.448,18,10238,1.758,3,3394,0.884,21,13632,1.54,30,33711,0.89,0,13305,0,1,57031,0.018,1,70336,0.014,31,104047,0.298
2014,61,Queens,Urban,Medicare,20,79846,0.25,57,58707,0.971,16,25576,0.626,73,84283,0.866,93,164129,0.567,0,48486,0,0,266033,0,0,314519,0,93,478648,0.194
2011,47,Suffolk,Urban,Medicaid,81,73759,1.098,116,15818,7.333,10,12041,0.83,126,27859,4.523,207,101618,2.037,0,7548,0,3,38550,0.078,3,46098,0.065,210,147716,1.422
2011,39,Rockland,Urban,Other,0,2059,0,0,292,0,0,144,0,0,436,0,0,2495,0,0,120,0,0,1619,0,0,1739,0,0,4234,0
2015,47,Suffolk,Urban,Medicare,59,74830,0.788,136,55290,2.46,38,17256,2.202,174,72546,2.398,233,147376,1.581,0,62581,0,1,87524,0.011,1,150105,0.007,234,297481,0.787
2015,20,Hamilton,Rural,Commercial,0,426,0,0,49,0,0,73,0,0,122,0,0,548,0,0,313,0,0,520,0,0,833,0,0,1381,0
2012,,Statewide Total,State,Commercial,1641,3128154,0.525,1161,379477,3.059,133,449143,0.296,1294,828620,1.562,2935,3956774,0.742,0,1104601,0,14,3123934,0.004,14,4228535,0.003,2949,8185309,0.36
2011,55,Westchester,Urban,Commercial,44,129588,0.34,44,17167,2.563,7,21968,0.319,51,39135,1.303,95,168723,0.563,0,43737,0,0,130639,0,0,174376,0,95,343099,0.277
2015,,Statewide Total,State,Other,132,201543,0.655,80,19643,4.073,17,15841,1.073,97,35484,2.734,229,237027,0.966,0,65591,0,2,214243,0.009,2,279834,0.007,231,516861,0.447
2012,37,Putnam,Urban,Medicare,3,4096,0.732,3,2856,1.05,1,1066,0.938,4,3922,1.02,7,8018,0.873,0,2407,0,0,4678,0,0,7085,0,7,15103,0.463
2015,43,Schoharie,Urban,Medicaid,9,3599,2.501,0,235,0,0,388,0,0,623,0,9,4222,2.132,0,578,0,0,7242,0,0,7820,0,9,12042,0.747
2011,33,Orange,Urban,Medicare,10,14263,0.701,20,11586,1.726,2,5271,0.379,22,16857,1.305,32,31120,1.028,0,9782,0,0,23314,0,0,33096,0,32,64216,0.498
2014,3,Broome,Urban,Medicaid,56,25497,2.196,21,2368,8.868,2,3004,0.666,23,5372,4.281,79,30869,2.559,0,3414,0,2,60350,0.033,2,63764,0.031,81,94633,0.856
2015,14,Erie,Urban,Medicare,65,62074,1.047,124,30527,4.062,29,10194,2.845,153,40721,3.757,218,102795,2.121,1,37183,0.027,2,75857,0.026,3,113040,0.027,221,215835,1.024
2010,58,Bronx,Urban,Medicare,14,57313,0.244,58,50281,1.154,9,13949,0.645,67,64230,1.043,81,121543,0.666,0,25489,0,0,255,0,0,25744,0,81,147287,0.55
2012,18,Genesee,Rural,Medicaid,6,5334,1.125,2,477,4.193,0,702,0,2,1179,1.696,8,6513,1.228,0,803,0,0,6483,0,0,7286,0,8,13799,0.58
2012,24,Livingston,Urban,Other,0,832,0,1,137,7.299,0,49,0,1,186,5.376,1,1018,0.982,0,190,0,0,388,0,0,578,0,1,1596,0.627
2015,59,Kings (Brooklyn),Urban,Commercial,139,368892,0.377,128,40463,3.163,16,40816,0.392,144,81279,1.772,283,450171,0.629,1,85772,0.012,0,608281,0,1,694053,0.001,284,1144224,0.248
2011,37,Putnam,Urban,Other,0,1028,0,1,162,6.173,0,55,0,1,217,4.608,1,1245,0.803,0,159,0,0,461,0,0,620,0,1,1865,0.536
2014,36,Otsego,Rural,Other,0,563,0,1,65,15.385,0,41,0,1,106,9.434,1,669,1.495,0,128,0,0,1320,0,0,1448,0,1,2117,0.472
2015,46,Steuben,Rural,Medicaid,6,13998,0.429,5,751,6.658,5,1390,3.597,10,2141,4.671,16,16139,0.991,0,2207,0,0,9523,0,0,11730,0,16,27869,0.574
2012,55,Westchester,Urban,Other,0,12868,0,2,1637,1.222,1,774,1.292,3,2411,1.244,3,15279,0.196,0,2329,0,0,15701,0,0,18030,0,3,33309,0.09
2011,27,Montgomery,Rural,Commercial,2,11852,0.169,2,775,2.581,1,1098,0.911,3,1873,1.602,5,13725,0.364,0,4922,0,0,16027,0,0,20949,0,5,34674,0.144
2014,6,Chautauqua,Rural,Other,1,1591,0.629,1,101,9.901,1,154,6.494,2,255,7.843,3,1846,1.625,0,270,0,0,1192,0,0,1462,0,3,3308,0.907
2013,27,Montgomery,Rural,Medicare,5,6048,0.827,9,2147,4.192,0,1112,0,9,3259,2.762,14,9307,1.504,0,3289,0,0,20980,0,0,24269,0,14,33576,0.417
2011,55,Westchester,Urban,Medicare,9,35452,0.254,31,31249,0.992,4,13381,0.299,35,44630,0.784,44,80082,0.549,0,22047,0,0,95879,0,0,117926,0,44,198008,0.222
2014,58,Bronx,Urban,Medicare,35,72839,0.481,111,49773,2.23,12,11832,1.014,123,61605,1.997,158,134444,1.175,0,36978,0,0,338503,0,0,375481,0,158,509925,0.31
2010,99,Unknown,Urban,Commercial,40,104423,0.383,20,11081,1.805,1,12413,0.081,21,23494,0.894,61,127917,0.477,0,70053,0,0,276,0,0,70329,0,61,198246,0.308
2012,2,Allegany,Rural,Medicaid,4,6659,0.601,2,335,5.97,0,547,0,2,882,2.268,6,7541,0.796,0,716,0,0,6052,0,0,6768,0,6,14309,0.419
2013,54,Wayne,Urban,Medicare,3,5919,0.507,9,3799,2.369,1,1313,0.762,10,5112,1.956,13,11031,1.178,0,4449,0,0,10173,0,0,14622,0,13,25653,0.507
2011,32,Ontario,Urban,Medicaid,6,8462,0.709,8,662,12.085,0,1074,0,8,1736,4.608,14,10198,1.373,0,1536,0,0,4030,0,0,5566,0,14,15764,0.888
2015,11,Cortland,Rural,Commercial,4,7053,0.567,2,540,3.704,2,796,2.513,4,1336,2.994,8,8389,0.954,0,3192,0,1,3711,0.269,1,6903,0.145,9,15292,0.589
2013,46,Steuben,Rural,Medicare,5,8851,0.565,7,3323,2.107,2,1489,1.343,9,4812,1.87,14,13663,1.025,0,4888,0,0,16814,0,0,21702,0,14,35365,0.396
2013,45,Seneca,Rural,Commercial,6,4895,1.226,4,426,9.39,0,774,0,4,1200,3.333,10,6095,1.641,0,2448,0,0,4358,0,0,6806,0,10,12901,0.775
2015,57,Yates,Urban,Medicaid,6,3323,1.806,3,172,17.442,0,250,0,3,422,7.109,9,3745,2.403,0,538,0,0,1535,0,0,2073,0,9,5818,1.547
2012,38,Rensselaer,Urban,Other,0,1494,0,2,204,9.804,0,89,0,2,293,6.826,2,1787,1.119,0,246,0,0,1641,0,0,1887,0,2,3674,0.544
2013,88,Other than New York State,Urban,Commercial,41,66655,0.615,23,9409,2.444,7,20360,0.344,30,29769,1.008,71,96424,0.736,0,40536,0,1,66445,0.015,1,106981,0.009,72,203405,0.354
2012,,Statewide Total,State,Medicare,384,958542,0.401,1191,696058,1.711,119,258065,0.461,1310,954123,1.373,1694,1912665,0.886,0,606131,0,4,2593007,0.002,4,3199138,0.001,1698,5111803,0.332
2010,1,Albany,Urban,Other,0,2168,0,1,218,4.587,0,217,0,1,435,2.299,1,2603,0.384,0,808,0,0,8,0,0,816,0,1,3419,0.292
2014,54,Wayne,Urban,Medicaid,8,8905,0.898,3,780,3.846,0,999,0,3,1779,1.686,11,10684,1.03,0,1744,0,0,3822,0,0,5566,0,11,16250,0.677
2015,40,St. Lawrence,Rural,Medicare,5,10362,0.483,12,3426,3.503,5,1425,3.509,17,4851,3.504,22,15213,1.446,0,5495,0,1,17970,0.056,1,23465,0.043,23,38678,0.595
2011,52,Warren,Urban,Commercial,10,9257,1.08,3,1466,2.046,0,1432,0,3,2898,1.035,13,12155,1.07,0,4953,0,0,7446,0,0,12399,0,13,24554,0.529
2014,5,Cayuga,Rural,Other,0,1204,0,0,136,0,1,107,9.346,1,243,4.115,1,1447,0.691,0,502,0,0,1411,0,0,1913,0,1,3360,0.298
2011,24,Livingston,Urban,Medicaid,6,5037,1.191,7,441,15.873,0,665,0,7,1106,6.329,13,6143,2.116,0,753,0,0,2800,0,0,3553,0,13,9696,1.341
2010,28,Nassau,Urban,Commercial,47,160702,0.292,91,37619,2.419,7,40116,0.174,98,77735,1.261,145,238437,0.608,0,70303,0,0,2337,0,0,72640,0,145,311077,0.466
2013,31,Onondaga,Urban,Medicare,31,25536,1.214,42,16369,2.566,0,5422,0,42,21791,1.927,73,47327,1.542,0,21486,0,1,32150,0.031,1,53636,0.019,74,100963,0.733
2013,43,Schoharie,Urban,Commercial,3,4654,0.645,0,283,0,0,615,0,0,898,0,3,5552,0.54,0,2140,0,0,11204,0,0,13344,0,3,18896,0.159
2011,1,Albany,Urban,Other,1,2760,0.362,0,299,0,0,167,0,0,466,0,1,3226,0.31,0,710,0,0,6807,0,0,7517,0,1,10743,0.093
2015,16,Franklin,Rural,Commercial,1,3589,0.279,0,285,0,0,537,0,0,822,0,1,4411,0.227,0,1491,0,0,7220,0,0,8711,0,1,13122,0.076
2013,4,Cattaraugus,Rural,Other,0,460,0,0,97,0,0,94,0,0,191,0,0,651,0,0,213,0,0,626,0,0,839,0,0,1490,0
2012,19,Greene,Rural,Commercial,5,5254,0.952,2,881,2.27,0,846,0,2,1727,1.158,7,6981,1.003,0,3254,0,0,3675,0,0,6929,0,7,13910,0.503
2011,40,St. Lawrence,Rural,Other,0,4256,0,0,462,0,0,273,0,0,735,0,0,4991,0,0,602,0,0,2180,0,0,2782,0,0,7773,0
