Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2021,NY,New York,Hamilton,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,10.3,,,9.2,11.4,5119,36041,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-74.5024556 43.6578786)
2020,NY,New York,Wyoming,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,73.8,,,68.7,78,40491,36121,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-78.2285667 42.7013627)
2021,NY,New York,Steuben,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,75.6,,,72,78.9,92948,36101,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-77.3855253 42.2667252)
2020,NY,New York,Allegany,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,41.2,,,32.9,50.2,46106,36003,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-78.0261531 42.2478532)
2020,NY,New York,Dutchess,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,74.7,,,70.8,78.1,297112,36027,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-73.7400411 41.7547699)
2021,NY,New York,Queens,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,15.3,,,13.6,17.1,2331143,36081,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-73.8412089 40.6546581)
2020,NY,New York,Otsego,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,74,,,70.6,77,58123,36077,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-75.028841 42.6297762)
2021,NY,New York,Rensselaer,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.4,2.9,160232,36083,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-73.5138454 42.7104206)
2020,NY,New York,Columbia,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,76,,,71.3,80.2,61778,36021,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-73.6267175 42.2476964)
2021,NY,New York,Warren,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,11.2,,,9.3,13.1,65618,36113,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-73.8381388 43.5551053)
2021,NY,New York,Chenango,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,19.2,,,16.3,22.2,46537,36017,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-75.6022407 42.4780238)
2021,NY,New York,Bronx,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,15.8,,,12.6,19.3,1424948,36005,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-73.852939 40.8487111)
2021,NY,New York,Saratoga,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,19.7,,,16.4,23.2,237359,36091,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-73.8553872 43.1061353)
2021,NY,New York,Orleans,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,32,,,28.1,36.2,40191,36073,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-78.2070281 43.3399059)
2020,NY,New York,Putnam,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,32.5,,,30.8,34.1,97936,36079,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-73.7438608 41.4279067)
2020,NY,New York,Nassau,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,34.3,,,33.1,35.6,1390907,36059,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-73.5894144 40.7296118)
2021,NY,New York,Ontario,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.1,,,84.7,89.3,112508,36069,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-77.3034967 42.8563575)
2021,NY,New York,Monroe,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,59.8,,,56.3,63.3,755160,36055,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-77.7005177 43.2503466)
2021,NY,New York,Kings,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,76.9,,,74.8,79,2641052,36047,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-73.9506398 40.6350451)
2021,NY,New York,Seneca,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.8,,,2.5,3.1,33688,36099,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-76.827088 42.7822943)
2021,NY,New York,Kings,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,11.4,,,10.3,12.6,2641052,36047,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-73.9506398 40.6350451)
2020,NY,New York,Saratoga,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,75.3,,,72.1,78.2,237359,36091,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-73.8553872 43.1061353)
2021,NY,New York,Cattaraugus,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,20,,,16.3,24.1,76426,36009,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-78.662332 42.2390986)
2021,NY,New York,Nassau,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,4.7,,,4.1,5.3,1390907,36059,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-73.5894144 40.7296118)
2021,NY,New York,Otsego,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,23.7,,,19.8,27.8,58123,36077,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-75.028841 42.6297762)
2020,NY,New York,Oneida,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,36.5,,,34.9,38,230274,36065,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-75.4342824 43.2427273)
2020,NY,New York,New York,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,38.6,,,34.1,42.7,1576876,36061,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-73.9701871 40.7766419)
2021,NY,New York,Genesee,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,78.5,,,75.3,81.4,57853,36037,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-78.1927784 43.0009096)
2021,NY,New York,Rockland,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,25.2,,,21.8,28.7,339227,36087,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-74.0246616 41.1546276)
2021,NY,New York,Suffolk,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.3,7.3,1526344,36103,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-72.6922183 40.943554)
2021,NY,New York,Franklin,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.8,,,6.9,8.7,47456,36033,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-74.31067 44.5943758)
2021,NY,New York,Otsego,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,17.1,,,14.6,19.9,58123,36077,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-75.028841 42.6297762)
2021,NY,New York,Dutchess,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.4,2.9,297112,36027,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-73.7400411 41.7547699)
2021,NY,New York,Orleans,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,16.2,,,13.8,19,40191,36073,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-78.2070281 43.3399059)
2021,NY,New York,Niagara,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.3,,,6.3,8.3,211653,36063,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-78.8129431 43.2726719)
2020,NY,New York,Ontario,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,70,,,66,73.5,112508,36069,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-77.3034967 42.8563575)
2021,NY,New York,Rensselaer,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.8,,,3.3,4.5,160232,36083,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-73.5138454 42.7104206)
2021,NY,New York,Chenango,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.6,,,5.1,8.5,46537,36017,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-75.6022407 42.4780238)
2021,NY,New York,Madison,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,26.6,,,24.1,29.3,67658,36053,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-75.6635749 42.9100255)
2021,NY,New York,Suffolk,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9.5,,,8.1,10.9,1526344,36103,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-72.6922183 40.943554)
2021,NY,New York,Bronx,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,34.6,,,31.3,38.1,1424948,36005,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-73.852939 40.8487111)
2021,NY,New York,Herkimer,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,33.1,,,28.3,37.8,59937,36043,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-74.8410968 43.571009)
2021,NY,New York,Chenango,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,77.3,,,73.8,80.5,46537,36017,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-75.6022407 42.4780238)
2021,NY,New York,Greene,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.4,,,3.8,5.2,48499,36039,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-74.1420253 42.2798211)
2021,NY,New York,Tioga,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,18.4,,,14.7,22.3,47980,36107,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-76.2974556 42.1780565)
2021,NY,New York,Herkimer,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,14.6,,,12.1,17.2,59937,36043,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-74.8410968 43.571009)
2021,NY,New York,Steuben,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.5,3,92948,36101,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-77.3855253 42.2667252)
2021,NY,New York,Schenectady,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,11,,,9.5,12.7,158089,36093,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-74.0435592 42.8175516)
2020,NY,New York,Clinton,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,75,,,70.5,79.2,79596,36019,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-73.7056429 44.752712)
2021,NY,New York,Yates,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,83.8,,,80.9,86.2,24613,36123,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-77.1043238 42.638237)
2020,NY,New York,Putnam,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,87.1,,,85,88.8,97936,36079,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-73.7438608 41.4279067)
2021,NY,New York,Hamilton,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,41,,,37.3,44.9,5119,36041,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-74.5024556 43.6578786)
2021,NY,New York,Washington,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,10.9,,,9.4,12.5,60956,36115,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-73.4394282 43.3123766)
2021,NY,New York,Jefferson,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,27.5,,,24.4,30.9,116295,36045,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-76.0529678 43.996389)
2021,NY,New York,Cortland,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,12,,,10.2,13.8,46311,36023,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-76.0762398 42.594039)
2021,NY,New York,Westchester,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,36.6,,,33.9,39.4,997895,36119,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-73.7457526 41.1526862)
2021,NY,New York,Queens,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.4,,,12,14.9,2331143,36081,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-73.8412089 40.6546581)
2021,NY,New York,Chautauqua,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,12,,,10.7,13.4,126807,36013,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-79.4075949 42.3042159)
2021,NY,New York,Tioga,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,6,,,4.4,7.9,47980,36107,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-76.2974556 42.1780565)
2021,NY,New York,Nassau,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,22.5,,,19.8,25.3,1390907,36059,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-73.5894144 40.7296118)
2021,NY,New York,Monroe,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.3,3,755160,36055,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-77.7005177 43.2503466)
2021,NY,New York,Steuben,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,17.4,,,15,20.2,92948,36101,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-77.3855253 42.2667252)
2020,NY,New York,Lewis,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,83.5,,,80.9,85.9,26573,36049,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-75.4441402 43.7826811)
2021,NY,New York,Essex,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6.7,,,5.5,8.1,37268,36031,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-73.7784307 44.1096005)
2021,NY,New York,Bronx,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,13.3,,,11.6,15.1,1424948,36005,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-73.852939 40.8487111)
2021,NY,New York,Suffolk,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.9,,,4.2,5.6,1526344,36103,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-72.6922183 40.943554)
2021,NY,New York,Schuyler,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,16.5,,,14,19.4,17752,36097,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-76.938603 42.4197755)
2021,NY,New York,Orleans,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,25.8,,,22.5,29.1,40191,36073,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-78.2070281 43.3399059)
2021,NY,New York,Cattaraugus,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.9,,,10.6,13.3,76426,36009,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-78.662332 42.2390986)
2020,NY,New York,Madison,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,65.9,,,62,69.5,67658,36053,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-75.6635749 42.9100255)
2021,NY,New York,Kings,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,76.9,,,74.6,79,2641052,36047,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-73.9506398 40.6350451)
2021,NY,New York,Schenectady,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10.7,,,9.1,12.4,158089,36093,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-74.0435592 42.8175516)
2021,NY,New York,Niagara,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,26.5,,,22.5,30.9,211653,36063,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-78.8129431 43.2726719)
2020,NY,New York,Washington,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.8,,,82.5,87.4,60956,36115,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-73.4394282 43.3123766)
2021,NY,New York,Dutchess,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21,,,18.2,24,297112,36027,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-73.7400411 41.7547699)
2021,NY,New York,Schuyler,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22.9,,,19.9,26.2,17752,36097,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-76.938603 42.4197755)
2021,NY,New York,Yates,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,73.4,,,69.6,77,24613,36123,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-77.1043238 42.638237)
2021,NY,New York,Jefferson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.2,,,8.8,11.6,116295,36045,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-76.0529678 43.996389)
2021,NY,New York,St. Lawrence,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,29,,,25.2,33.3,108051,36089,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-75.074311 44.4881125)
2021,NY,New York,Broome,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,10.4,,,9.1,11.8,197240,36007,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-75.8302833 42.1619773)
2021,NY,New York,Warren,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.2,7.8,65618,36113,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-73.8381388 43.5551053)
2021,NY,New York,Chemung,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,10,,,8.7,11.3,83045,36015,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-76.7524712 42.1486972)
2021,NY,New York,Richmond,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,86,,,83.5,88.2,493494,36085,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-74.1398995 40.5612628)
2020,NY,New York,Livingston,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,46.8,,,38.2,55.1,61578,36051,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-77.778463 42.7290418)
2020,NY,New York,Kings,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,77.3,,,74.9,79.6,2641052,36047,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-73.9506398 40.6350451)
2021,NY,New York,Broome,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,26.1,,,23.8,28.6,197240,36007,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-75.8302833 42.1619773)
2021,NY,New York,Montgomery,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,8,,,6.6,9.6,49558,36057,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-74.4353575 42.9008912)
2021,NY,New York,Queens,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,30.7,,,27.6,33.7,2331143,36081,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-73.8412089 40.6546581)
