NAME,ADDRESS,CITY,STATE
SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,1915 LAKE AVE,PLYMOUTH,IN
SCHNECK MEDICAL CENTER,411 W TIPTON ST,SEYMOUR,IN
SCOTT MEMORIAL HEALTH,1451 N GARDNER ST,SCOTTSBURG,IN
SELECT SPECIALTY HOSPITAL - EVANSVILLE,400 SE 4TH ST,EVANSVILLE,IN
SOUTHERN INDIANA REHABILITATION HOSPITAL,3104 BLACKISTON BLVD,NEW ALBANY,IN
ST CATHERINE HOSPITAL INC,4321 FIR STREET,EAST CHICAGO,IN
ST ELIZABETH DEARBORN HOSPITAL,600 WILSON CREEK RD,LAWRENCEBURG,IN
ST MARY MEDICAL CENTER INC,1500 S LAKE PARK AVE,HOBART,IN
SULLIVAN COUNTY COMMUNITY HOSPITAL,2200 N SECTION ST,SULLIVAN,IN
SYCAMORE SPRINGS HOSPITAL LLC,833 PARK EAST BLVD,LAFAYETTE,IN
TERRE HAUTE REGIONAL HOSPITAL,3901 S SEVENTH ST,TERRE HAUTE,IN
THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWORK,7952 W JEFFERSON BLVD,FORT WAYNE,IN
UNION HOSPITAL CLINTON,801 S MAIN ST,CLINTON,IN
UNION HOSPITAL INC,1606 N SEVENTH ST,TERRE HAUTE,IN
UNITY PHYSICIANS HOSPITAL,4455 EDISON LAKES PKWY,MISHAWAKA,IN
VALLE VISTA HEALTH SYSTEM,898 E MAIN ST,GREENWOOD,IN
VIBRA HOSPITAL OF NORTHWESTERN INDIANA,9509 GEORGIA STREET,CROWN POINT,IN
WELLSTONE REGIONAL HOSPITAL,2700 VISSING PARK RD,JEFFERSONVILLE,IN
WITHAM HEALTH SERVICES,2605 N LEBANON ST,LEBANON,IN
THE WOMEN'S HOSPITAL,4199 GATEWAY BLVD,NEWBURGH,IN
WOODLAWN HOSPITAL,1400 E 9TH ST,ROCHESTER,IN
ADAIR COUNTY MEMORIAL HOSPITAL,609 S E KENT STREET,GREENFIELD,IA
ALLEN MEMORIAL HOSPITAL,1825 LOGAN AVENUE,WATERLOO,IA
AUDUBON COUNTY MEMORIAL HOSPITAL,515 PACIFIC STREET,AUDUBON,IA
AVERA HOLY FAMILY HOSPITAL,826 NORTH EIGHTH STREET,ESTHERVILLE,IA
AVERA MERRILL PIONEER HOSPITAL,1100 S 10TH AVENUE,ROCK RAPIDS,IA
BOONE COUNTY HOSPITAL,1015 UNION STREET,BOONE,IA
BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD,DES MOINES,IA
BUCHANAN COUNTY HEALTH CENTER,1600 FIRST STREET EAST,INDEPENDENCE,IA
BUENA VISTA REGIONAL MEDICAL CENTER,"1525 WEST FIFTH STREET, PO BOX 309",STORM LAKE,IA
BURGESS HEALTH CENTER,1600 DIAMOND STREET,ONAWA,IA
CASS COUNTY MEMORIAL HOSPITAL,1501 EAST TENTH STREET,ATLANTIC,IA
CHEROKEE REGIONAL MEDICAL CENTER,300 SIOUX VALLEY DRIVE,CHEROKEE,IA
CHI HEALTH - MERCY CORNING,603 ROSARY DRIVE,CORNING,IA
CHI HEALTH MERCY COUNCIL BLUFFS,800 MERCY DRIVE,COUNCIL BLUFFS,IA
CHI HEALTH MISSOURI VALLEY,631 NORTH 8TH STREET,MISSOURI VALLEY,IA
CLARINDA REGIONAL HEALTH CENTER,220 ESSIE DAVISON DRIVE,CLARINDA,IA
CLARKE COUNTY PUBLIC HOSPITAL,800 SOUTH FILLMORE STREET,OSCEOLA,IA
CLIVE BEHAVIORAL HEALTH,1450 NW 114TH STREET,CLIVE,IA
COMMUNITY MEMORIAL HOSPITAL,"909 WEST FIRST STREET, PO BOX 148",SUMNER,IA
COMPASS MEMORIAL HEALTHCARE,300 WEST MAY STREET,MARENGO,IA
CRAWFORD COUNTY MEMORIAL HOSPITAL,100 MEDICAL PARKWAY,DENISON,IA
DALLAS COUNTY HOSPITAL,610 TENTH STREET,PERRY,IA
DAVIS COUNTY HOSPITAL,509 NORTH MADISON STREET,BLOOMFIELD,IA
DECATUR COUNTY HOSPITAL,1405 NW CHURCH STREET,LEON,IA
EAGLE VIEW BEHAVIORAL HEALTH,770 TANGLEFOOT LANE,BETTENDORF,IA
FINLEY HOSPITAL,350 NORTH GRANDVIEW AVENUE,DUBUQUE,IA
FLOYD COUNTY MEDICAL CENTER,800 11TH STREET,CHARLES CITY,IA
FLOYD VALLEY HEALTHCARE,714 LINCOLN ST NE,LEMARS,IA
FORT MADISON COMMUNITY HOSPITAL,5445 AVENUE O,FORT MADISON,IA
FRANKLIN GENERAL HOSPITAL,1720 CENTRAL AVENUE EAST,HAMPTON,IA
GENESIS MEDICAL CENTER,1227 EAST RUSHOLME STREET,DAVENPORT,IA
GENESIS MEDICAL CENTER - DEWITT,1118 11TH STREET,DEWITT,IA
GEORGE C GRAPE COMMUNITY HOSPITAL,2959 U S HIGHWAY 275,HAMBURG,IA
GREAT RIVER MEDICAL CENTER,1221 SOUTH GEAR AVENUE,WEST BURLINGTON,IA
GREATER REGIONAL MEDICAL CENTER,1700 WEST TOWNLINE,CRESTON,IA
GREENE COUNTY MEDICAL CENTER,1000 WEST LINCOLN WAY,JEFFERSON,IA
GRINNELL REGIONAL MEDICAL CENTER,210 FOURTH AVENUE,GRINNELL,IA
GRUNDY COUNTY MEMORIAL HOSPITAL,201 EAST J AVENUE,GRUNDY CENTER,IA
GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,112 JEFFERSON STREET,WEST UNION,IA
GUTHRIE COUNTY HOSPITAL,710 NORTH 12TH STREET,GUTHRIE CENTER,IA
GUTTENBERG MUNICIPAL HOSPITAL,200 MAIN ST PO BOX 550,GUTTENBERG,IA
HANCOCK COUNTY HEALTH SYSTEM,532 FIRST STREET NW,BRITT,IA
HANSEN FAMILY HOSPITAL,920 SOUTH OAK STREET,IOWA FALLS,IA
HAWARDEN REGIONAL HEALTHCARE,1111 11TH STREET,HAWARDEN,IA
HEGG MEMORIAL HOSPITAL,1202 21ST AVENUE,ROCK VALLEY,IA
HENRY COUNTY HEALTH CENTER CAH,407 SOUTH WHITE STREET,MOUNT PLEASANT,IA
HORN MEMORIAL HOSPITAL,701 EAST SECOND STREET,IDA GROVE,IA
HUMBOLDT COUNTY MEMORIAL HOSPITAL,1000 NORTH 15TH STREET,HUMBOLDT,IA
IOWA MEDICAL AND CLASSIFICATION CENTER,2700 CORAL RIDGE AVENUE,CORALVILLE,IA
IOWA SPECIALTY HOSPITAL - BELMOND,403 FIRST STREET SE,BELMOND,IA
IOWA SPECIALTY HOSPITAL - CLARION,1316 SOUTH MAIN STREET,CLARION,IA
JACKSON COUNTY REGIONAL HEALTH CENTER,700 WEST GROVE STREET,MAQUOKETA,IA
JEFFERSON COUNTY HOSPITAL CAH,2000 S MAIN,FAIRFIELD,IA
JONES REGIONAL MEDICAL CENTER,1795 HIGHWAY 64 EAST,ANAMOSA,IA
KEOKUK AREA HOSPITAL,1600 MORGAN STREET,KEOKUK,IA
KEOKUK COUNTY HEALTH CENTER,23019 HIGHWAY 149,SIGOURNEY,IA
KNOXVILLE HOSPITAL AND CLINICS,1002 SOUTH LINCOLN STREET,KNOXVILLE,IA
KOSSUTH REGIONAL HEALTH CENTER,1515 SOUTH PHILLIPS,ALGONA,IA
LAKES REGIONAL HEALTHCARE,"2301 HIGHWAY 71, PO BOX AB",SPIRIT LAKE,IA
LORING HOSPITAL,211 HIGHLAND AVENUE,SAC CITY,IA
LUCAS COUNTY HEALTH CENTER,1200 NORTH SEVENTH STREET,CHARITON,IA
MADISON COUNTY HEALTH CARE SYSTEM,300 WEST HUTCHINGS STREET,WINTERSET,IA
MAHASKA HEALTH PARTNERSHIP,1229 C AVENUE EAST,OSKALOOSA,IA
MANNING REGIONAL HEALTHCARE CENTER CAH,1550 6TH STREET,MANNING,IA
MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,AMES,IA
MENTAL HEALTH INSTITUTE CHEROKEE,1251 WEST CEDAR LOOP,CHEROKEE,IA
MENTAL HEALTH INSTITUTE HOSPITAL IND,2277 IOWA AVENUE,INDEPENDENCE,IA
MERCY HOSPITAL IC,500 EAST MARKET STREET,IOWA CITY,IA
MERCY IOWA CITY REHABILITATION HOSPITAL,2801 HEARTLAND DRIVE,CORALVILLE,IA
MERCY MEDICAL CENTER CR,701 TENTH STREET SE,CEDAR RAPIDS,IA
"MERCY REHABILITATION HOSPITAL, LLC",1401 CAMPUS DRIVE,CLIVE,IA
MERCYONE CEDAR FALLS MEDICAL CENTER,515 COLLEGE STREET,CEDAR FALLS,IA
MERCYONE CENTERVILLE MEDICAL CENTER,1 ST JOSEPHS DRIVE,CENTERVILLE,IA
MERCYONE CLINTON MEDICAL CENTER,1410 NORTH 4TH STREET,CLINTON,IA
MERCYONE DES MOINES MEDICAL CENTER,1111 SIXTH AVENUE,DES MOINES,IA
MERCYONE DUBUQUE MEDICAL CENTER,250 MERCY DRIVE,DUBUQUE,IA
MERCYONE DYERSVILLE MEDICAL CENTER,1111 3RD STREET SW,DYERSVILLE,IA
MERCYONE ELKADER MEDICAL CENTER,901 DAVIDSON STREET NW,ELKADER,IA
MERCYONE NEW HAMPTON MEDICAL CENTER,308 NORTH MAPLE AVENUE,NEW HAMPTON,IA
MERCYONE NEWTON MEDICAL CENTER,204 NORTH FOURTH AVENUE EAST,NEWTON,IA
MERCYONE NORTH IOWA MEDICAL CENTER,1000 FOURTH STREET SW,MASON CITY,IA
MERCYONE OELWEIN MEDICAL CENTER,201 EIGHTH AVENUE SE,OELWEIN,IA
MERCYONE PRIMGHAR MEDICAL CENTER,255 NORTH WELCH AVENUE,PRIMGHAR,IA
MERCYONE SIOUXLAND,801 FIFTH STREET,SIOUX CITY,IA
MERCYONE WATERLOO MEDICAL CENTER,3421 WEST NINTH STREET,WATERLOO,IA
METHODIST JENNIE EDMUNDSON,933 EAST PIERCE STREET,COUNCIL BLUFFS,IA
METHODIST WEST HOSPITAL,1660 60TH STREET,WEST DES MOINES,IA
MITCHELL COUNTY REGIONAL HEALTH CENTER,616 NORTH EIGHTH STREET,OSAGE,IA
MONROE COUNTY HOSPITAL,6580 165TH STREET,ALBIA,IA
MONTGOMERY COUNTY MEMORIAL HOSPITAL,2301 EASTERN AVENUE,RED OAK,IA
MYRTUE MEDICAL CENTER,1213 GARFIELD AVENUE,HARLAN,IA
ORANGE CITY AREA HEALTH SYSTEM,1000 LINCOLN CIRCLE SE,ORANGE CITY,IA
OSCEOLA COMMUNITY HOSPITAL,600 9TH AVENUE NORTH,SIBLEY,IA
OTTUMWA REGIONAL HEALTH CENTER,1001 PENNSYLVANIA AVENUE,OTTUMWA,IA
PALO ALTO COUNTY HOSPITAL,3201 FIRST STREET,EMMETSBURG,IA
PELLA REGIONAL HEALTH CENTER CAH,404 JEFFERSON STREET,PELLA,IA
POCAHONTAS COMMUNITY HOSPITAL,606 NW SEVENTH STREET,POCAHONTAS,IA
REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 EIGHTH AVENUE WEST,CRESCO,IA
REGIONAL MEDICAL CENTER,"709 WEST MAIN STREET, PO BOX 359",MANCHESTER,IA
RINGGOLD COUNTY HOSPITAL,504 NORTH CLEVELAND STREET,MOUNT AYR,IA
SANFORD SHELDON MEDICAL CENTER,"118 NORTH SEVENTH AVENUE, PO BOX 250",SHELDON,IA
SELECT SPECIALTY HOSPITAL - DES MOINES,"1111 6TH AVENUE, 4TH FLOOR MAIN SOUTH",DES MOINES,IA
SELECT SPECIALTY HOSPITAL - QUAD CITIES,1111 W KIMBERLY ROAD,DAVENPORT,IA
SHENANDOAH MEDICAL CENTER,300 PERSHING AVENUE,SHENANDOAH,IA
SIOUX CENTER HEALTH,1101 9TH ST SE,SIOUX CENTER,IA
SPENCER MUNICIPAL HOSPITAL,1200 FIRST AVENUE EAST,SPENCER,IA
ST ANTHONY REGIONAL HOSPITAL,311 SOUTH CLARK STREET,CARROLL,IA
ST LUKE'S HOSPITAL CR,1026 A AVENUE NE,CEDAR RAPIDS,IA
ST LUKE'S REGIONAL MEDICAL CENTER HOSPITAL,2720 STONE PARK BOULEVARD,SIOUX CITY,IA
STEWART MEMORIAL COMMUNITY HOSPITAL,1301 WEST MAIN STREET,LAKE CITY,IA
STORY COUNTY HOSPITAL,640 SOUTH 19TH STREET,NEVADA,IA
TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA
TRINITY REGIONAL MEDICAL CENTER,802 KENYON ROAD,FORT DODGE,IA
UNITY POINT HEALTH TRINITY,4500 UTICA RIDGE ROAD,BETTENDORF,IA
UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDICAL CENTER,1200 PLEASANT STREET,DES MOINES,IA
UNITYPOINT HEALTH MARSHALLTOWN,3 SOUTH FOURTH AVENUE,MARSHALLTOWN,IA
UNIV OF IOWA HEALTH NETWORK REHAB HOSPITAL,2450 CORAL COURT,CORALVILLE,IA
UNIVERSITY OF IOWA HOSPITALS AND CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA
VAN BUREN COUNTY HOSPITAL,304 FRANKLIN STREET,KEOSAUQUA,IA
VAN DIEST MEDICAL CENTER,"2350 HOSPITAL DRIVE, PO BOX 430",WEBSTER CITY,IA
VETERANS MEMORIAL HOSPITAL,40 FIRST AVENUE SE,WAUKON,IA
VIRGINIA GAY HOSPITAL,502 NORTH NINTH AVENUE,VINTON,IA
WASHINGTON COUNTY HOSPITAL AND CLINICS,400 EAST POLK STREET,WASHINGTON,IA
WAVERLY HEALTH CENTER,312 NINTH STREET SW,WAVERLY,IA
WAYNE COUNTY HOSPITAL,417 SOUTH EAST STREET,CORYDON,IA
WINNESHIEK MEDICAL CENTER,901 MONTGOMERY STREET,DECORAH,IA
ALLEN COUNTY REGIONAL HOSPITAL,3066 NORTH KENTUCKY STREET,IOLA,KS
AMBERWELL HIAWATHA,300 UTAH STREET,HIAWATHA,KS
ANDERSON COUNTY HOSPITAL,"421 SOUTH MAPLE, PO BOX 309",GARNETT,KS
ASHLAND HEALTH CENTER,"625 SOUTH KENTUCKY, PO BOX 188",ASHLAND,KS
ATCHISON HOSPITAL,800 RAVEN HILL DRIVE,ATCHISON,KS
CHEYENNE COUNTY HOSPITAL,210 WEST 1ST STREET,ST. FRANCIS,KS
CITIZENS MEDICAL CENTER,100 EAST COLLEGE DRIVE,COLBY,KS
CLARA BARTON HOSPITAL,250 WEST 9TH STREET,HOISINGTON,KS
CLAY COUNTY MEDICAL CENTER,"617 LIBERTY STREET, PO BOX 512",CLAY CENTER,KS
CLOUD COUNTY HEALTH CENTER,1100 HIGHLAND DRIVE,CONCORDIA,KS
COFFEY COUNTY HOSPITAL,801 N FOURTH STREET,BURLINGTON,KS
COMANCHE COUNTY HOSPITAL,2ND AND FRISCO,COLDWATER,KS
COMMUNITY HOSPITAL - ONAGA AND ST MARYS CAMPUS,120 WEST 8TH STREET,ONAGA,KS
COMMUNITY MEMORIAL HEALTHCARE,708 N 18TH ST,MARYSVILLE,KS
DECATUR COUNTY HOSPITAL,"810 WEST COLUMBIA STREET, PO BOX 268",OBERLIN,KS
EDWARDS COUNTY HOSPITAL,"620 WEST 8TH STREET, PO BOX 99",KINSLEY,KS
ELLINWOOD DISTRICT HOSPITAL,605 NORTH MAIN STREET,ELLINWOOD,KS
ELLSWORTH COUNTY MEDICAL CENTER,"1604 AYLWARD AVENUE, PO BOX 87",ELLSWORTH,KS
F. W. HUSTON MEDICAL CENTER,408 DELAWARE ST,WINCHESTER,KS
FREDONIA REGIONAL HOSPITAL,"1527 MADISON, PO BOX 579",FREDONIA,KS
GIRARD MEDICAL CENTER,302 NORTH HOSPITAL DRIVE,GIRARD,KS
GOODLAND REGIONAL MEDICAL CENTER,220 WEST SECOND STREET,GOODLAND,KS
GOVE COUNTY MEDICAL CENTER,520 WEST 5TH STREET,QUINTER,KS
GRAHAM COUNTY HOSPITAL,"304 W PROUT ST, PO BOX 339",HILL CITY,KS
GREELEY COUNTY HEALTH SERVICES,"506 THIRD STREET, PO BOX 338",TRIBUNE,KS
GREENWOOD COUNTY HOSPITAL,100 WEST 16TH STREET,EUREKA,KS
GRISELL MEMORIAL HOSPITAL DIST NUMBER 1,210 SOUTH VERMONT,RANSOM,KS
HAMILTON COUNTY HOSPITAL,"700 NORTH HUSER, PO BOX 948",SYRACUSE,KS
HANOVER HOSPITAL,205 SOUTH HANOVER STREET,HANOVER,KS
HERINGTON HOSPITAL INC DBA HERINGTON HOSPITAL,100 EAST HELEN STREET,HERINGTON,KS
HILLSBORO COMMUNITY HOSPITAL,101 INDUSTRAIL ROAD,HILLSBORO,KS
HODGEMAN COUNTY HEALTH CENTER,"809 WEST BRAMLEY, PO BOX 310",JETMORE,KS
HOLTON COMMUNITY HOSPITAL,1110 COLUMBINE DR,HOLTON,KS
HOSPITAL DISTRICT NUMBER 1 OF RICE CO,619 SOUTH CLARK AVENUE,LYONS,KS
JEWELL COUNTY HOSPITAL,"100 CRESTVUE AVE, PO BOX 327",MANKATO,KS
KEARNY COUNTY HOSPITAL,500 THORPE STREET,LAKIN,KS
KINGMAN HEALTHCARE CENTER,750 W AVE D,KINGMAN,KS
KIOWA COUNTY MEMORIAL HOSPITAL,721 WEST KANSAS,GREENSBURG,KS
KIOWA DISTRICT HOSPITAL,1002 SOUTH 4TH STREET,KIOWA,KS
LANE COUNTY HOSPITAL,"235 W VINE, PO BOX 969",DIGHTON,KS
LINCOLN COUNTY HOSPITAL,"624 N 2ND ST, PO BOX 406",LINCOLN,KS
LINDSBORG COMMUNITY HOSPITAL,605 WEST LINCOLN STREET,LINDSBORG,KS
LOGAN COUNTY HOSPITAL,211 CHERRY AVE,OAKLEY,KS
MEADE DISTRICT HOSPITAL,510 EAST CARTHAGE,MEADE,KS
MEDICINE LODGE MEMORIAL HOSPITAL,710 N WALNUT ST,MEDICINE LODGE,KS
MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS
MERCY HOSPITAL COLUMBUS,220 NORTH PENNSYLVANIA AVE,COLUMBUS,KS
MINNEOLA DISTRICT HOSPITAL,"212 MAIN, PO BOX 127",MINNEOLA,KS
MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,"400 W 8TH STREET, PO BOX 399",BELOIT,KS
MORRIS COUNTY HOSPITAL,600 N WASHINGTON ST,COUNCIL GROVE,KS
NEMAHA VALLEY COMMUNITY HOSPITAL,1600 COMMUNITY DRIVE,SENECA,KS
NEOSHO MEMORIAL REGIONAL MED CENTER,629 SOUTH PLUMMER,CHANUTE,KS
NESS COUNTY HOSPITAL DISTRICT NUMBER 2,312 E CUSTER ST,NESS CITY,KS
NEWMAN REGIONAL HEALTH,1201 W 12TH AVE,EMPORIA,KS
NORTON COUNTY HOSPITAL,"102 EAST HOLME, PO BOX 250",NORTON,KS
OSBORNE COUNTY MEMORIAL HOSPITAL,"237 W HARRISON STREET, SUITE 100",OSBORNE,KS
OTTAWA COUNTY HEALTH CENTER,"215 E 8TH ST, PO BOX 290",MINNEAPOLIS,KS
PATTERSON HEALTH CENTER,485 N KS HWY 2,ANTHONY,KS
PAWNEE VALLEY COMMUNITY HOSPITAL,923 CARROLL AVENUE,LARNED,KS
PHILLIPS COUNTY HEALTH SYSTEMS,"1150 STATE STREET, PO BOX 607",PHILLIPSBURG,KS
RAWLINS COUNTY HEALTH CENTER,707 GRANT STREET,ATWOOD,KS
ROOKS COUNTY HEALTH CENTER,"1210 NORTH WASHINGTON, PO BOX 389",PLAINVILLE,KS
RUSH COUNTY MEMORIAL HOSPITAL,801 LOCUST STREET,LA CROSSE,KS
RUSSELL REGIONAL HOSPITAL,200 SOUTH MAIN STREET,RUSSELL,KS
SABETHA COMMUNITY HOSPITAL,"14TH AND OREGON, PO BOX 229",SABETHA,KS
SATANTA DISTRICT HOSPITAL,"401 S CHEYENNE STREET, PO BOX 159",SATANTA,KS
SCOTT COUNTY HOSPITAL,201 ALBERT AVENUE,SCOTT CITY,KS
SEDAN CITY HOSPITAL,300 WEST NORTH STREET,SEDAN,KS
SHERIDAN COUNTY HOSPITAL,826 EIGHTEENTH BOX 167,HOXIE,KS
SMITH COUNTY MEMORIAL HOSPITAL,"921 E HIGHWAY 36, PO BOX 349",SMITH CENTER,KS
ST LUKE HOSPITAL,535 SOUTH FREEBORN,MARION,KS
STAFFORD COUNTY HOSPITAL,502 S BUCKEYE,STAFFORD,KS
STANTON COUNTY HOSPITAL,404 N CHESTNUT,JOHNSON CITY,KS
STEVENS COUNTY HOSPITAL,1006 S JACKSON,HUGOTON,KS
SUMNER COUNTY HOSPITAL DISTRICT NO. 1,601 SOUTH OSAGE STREET,CALDWELL,KS
TREGO COUNTY - LEMKE MEM HOSPITAL,320 NORTH 13TH STREET,WAKEENEY,KS
WAMEGO HEALTH CENTER,711 GENN DRIVE,WAMEGO,KS
WASHINGTON COUNTY HOSPITAL,304 EAST 3RD STREET,WASHINGTON,KS
WILLIAM NEWTON MEMORIAL HOSPITAL,1300 EAST 5TH AVENUE,WINFIELD,KS
WILSON MEDICAL CENTER,REECE CAMPUS 2600 OTTAWA ROAD,NEODESHA,KS
ADAIR ACUTE CARE AT OSAWATOMIE STATE HOSPITAL,500 STATE HOSPITAL DRIVE,OSAWATOMIE,KS
ADVENTHEALTH OTAWA,1301 SOUTH MAIN STREET,OTTAWA,KS
ADVENTHEALTH SHAWNEE MISSION,9100 W 74TH ST,SHAWNEE MISSION,KS
ADVENTHEALTH SOUTH OVERLAND PARK INC,7820 W 165TH STREET,OVERLAND PARK,KS
ANEW HEALTH LLC,"6815 HILLTOP RD, SUITE 100",SHAWNEE,KS
ASCENSION VIA CHRISTI HOSPITAL MANHATTAN INC,1823 COLLEGE AVENUE,MANHATTAN,KS
ASCENSION VIA CHRISTI HOSPITAL PITTSBURG INC,1 MT CARMEL WAY,PITTSBURG,KS
ASCENSION VIA CHRISTI HOSPITAL ST TERESA INC,14800 WEST SAINT TERESA STREET,WICHITA,KS
ASCENSION VIA CHRISTI HOSPITALS WICHITA INC,929 NORTH ST FRANCIS,WICHITA,KS
ASCENSION VIA CHRISTI REHABILITATION HOSPITAL INC,1151 NORTH ROCK ROAD,WICHITA,KS
BOB WILSON MEM - GRANT COUNTY HOSPITAL,415 N MAIN ST,ULYSSES,KS
CHILDREN'S MERCY HOSPITAL KANSAS,5808 WEST 110TH STREET,OVERLAND PARK,KS
COFFEYVILLE REGIONAL MEDICAL CENTER INC,"1400 W 4TH ST, PO BOX 856",COFFEYVILLE,KS
DOCTORS HOSPITAL LLC,4901 COLLEGE BLVD,LEAWOOD,KS
F W HUSTON MEDICAL CENTER,408 DELAWARE STREET,WINCHESTER,KS
GEARY COMMUNITY HOSPITAL,"1102 ST MARYS RD, PO BOX 490",JUNCTION CITY,KS
HAYS MEDICAL CENTER INC,2220 CANTERBURY DRIVE,HAYS,KS
HUTCHINSON REGIONAL MEDICAL CENTER INC,1701 EAST 23RD AVENUE,HUTCHINSON,KS
KANSAS CITY ORTHOPAEDIC INSTITUTE LLC,3651 COLLEGE BLVD,LEAWOOD,KS
KANSAS HEART HOSPITAL,3601 NORTH WEBB ROAD,WICHITA,KS
KANSAS MEDICAL CENTER LLC,1124 WEST 21ST STREET,ANDOVER,KS
KANSAS REHABILITATION HOSPITAL A JOINT VENTURE OF ENCOMPASS HEALTH AND STORMONT VAIL HEALTH,1504 SW 8TH AVE,TOPEKA,KS
KANSAS SPINE AND SPECIALTY HOSPITAL LLC,3333 NORTH WEBB ROAD,WICHITA,KS
KANSAS SURGERY AND RECOVERY CENTER,2770 N WEBB RD,WICHITA,KS
KPC PROMISE HOSPITAL OF OVERLAND PARK,6509 WEST 103RD STREET,OVERLAND PARK,KS
LABETTE HEALTH,1902 S US HWY 59,PARSONS,KS
LARNED STATE HOSPITAL,1301 KS HIGHWAY 264,LARNED,KS
LAWRENCE MEMORIAL HOSPITAL,325 MAINE STREET,LAWRENCE,KS
MANHATTAN SURGICAL HOSPITAL LLC,1829 COLLEGE AVENUE,MANHATTAN,KS
MCPHERSON HOSPITAL INC,1000 HOSPITAL DRIVE,MCPHERSON,KS
MEADOWBROOK REHABILITATION HOSPITAL,427 WEST MAIN STREET,GARDNER,KS
MENORAH MEDICAL CENTER,5721 WEST 119TH STREET,OVERLAND PARK,KS
MERCY HOSPITAL,"218 E PACK ST, PO BOX 180",MOUNDRIDGE,KS
MERCY SPECIALTY HOSPITAL SOUTHEAST KANSAS,1619 K 66,GALENA,KS
MIAMI COUNTY MEDICAL CENTER,2100 BAPTISTE DRIVE,PAOLA,KS
MIDAMERICA REHABILITATION HOSPITAL,5701 W 110TH ST,OVERLAND PARK,KS
MINIMALLY INVASIVE SURGERY HOSPITAL,11217 LAKEVIEW AVENUE,LENEXA,KS
MORTON COUNTY HOSPITAL,"445 N HILLTOP, PO BOX 937",ELKHART,KS
NMC HEALTH,600 MEDICAL CENTER DRIVE PO BOX 308,NEWTON,KS
OLATHE MEDICAL CENTER,20333 W 151ST STREET,OLATHE,KS
OSAWATOMIE STATE HOSPITAL,500 STATE HOSPITAL DRIVE,OSAWATOMIE,KS
OVERLAND PARK REGIONAL MEDICAL CENTER,10500 QUIVIRA ROAD BOX 15959,OVERLAND PARK,KS
PRAIRIE VIEW HOSPITAL,1901 E 1ST ST,NEWTON,KS
PRATT REGIONAL MEDICAL CENTER,200 COMMODORE ST,PRATT,KS
PROVIDENCE MEDICAL CENTER,8929 PARALLEL PARKWAY,KANSAS CITY,KS
PROVIDENCE PLACE,8909 PARALLEL PARKWAY,KANSAS CITY,KS
REHABILITATION HOSPITAL OF OVERLAND PARK,5100 INDIAN CREEK PARKWAY,OVERLAND PARK,KS
ROCK REGIONAL HOSPITAL LLC,3251 NORTH ROCK ROAD,DERBY,KS
SAINT JOHN HOSPITAL,3500 SOUTH 4TH STREET,LEAVENWORTH,KS
SAINT LUKE'S SOUTH HOSPITAL,12300 METCALF AVENUE,OVERLAND PARK,KS
SALINA REGIONAL HEALTH CENTER,400 S SANTA FE AVE,SALINA,KS
SALINA SURGICAL HOSPITAL,401 SOUTH SANTA FE AVENUE,SALINA,KS
SELECT SPECIALTY HOSPITAL - KANSAS CITY,1731 NORTH 90TH STREET,KANSAS CITY,KS
SELECT SPECIALTY HOSPITAL - WICHITA,"929 NORTH ST FRANCIS, 6TH FLOOR, NORTH TOWER",WICHITA,KS
SOUTH CENTRAL KANSAS MEDICAL CENTER,"6401 PATTERSON PARKWAY, PO BOX 1107",ARKANSAS CITY,KS
SOUTHWEST MEDICAL CENTER,315 WEST 15TH STREET,LIBERAL,KS
ST CATHERINE HOSPITAL,401 EAST SPRUCE STREET,GARDEN CITY,KS
ST LUKE LIVING CENTER,535 S FREEBORN,MARION,KS
STORMONT VAIL HOSPITAL,1500 SW 10TH AVENUE,TOPEKA,KS
SUMMIT SURGICAL LLC,1818 EAST 23RD AVENUE,HUTCHINSON,KS
SUSAN B ALLEN MEMORIAL HOSPITAL,720 WEST CENTRAL AVE,EL DORADO,KS
THE BARIATRIC CENTER OF KANSAS CITY LLC,"23401 PRAIRIE STAR PARKWAY, SUITE B350",LENEXA,KS
THE UNIVERSITY OF KANSAS HEALTH SYSTEM GREAT BEND CAMPUS,514 CLEVELAND STREET,GREAT BEND,KS
TOPEKA ER AND HOSPITAL,6135 SW 17TH STREET,TOPEKA,KS
UNIVERSITY HEALTH SYSTEM,"1700 SW 7TH STREET, ST FRANCIS CAMPUS",TOPEKA,KS
UNIVERSITY OF KANSAS HOSPITAL,4000 CAMBRIDGE STREET,KANSAS CITY,KS
